Mesto;Latitude;Longitude;Opis;Tip;Tip_ID
Molfetta;41.21421;16.55006;Miragica, zabaviscni park;Z;Zanimivo
Monopoli;40.91502;17.34377;PZA, 8E/6h, 15E/dan, zraven kafic, plaza skale;PZA;PZA
Monopoli;40.94941;17.30054;P, free;P;Parking
Monte Santa Angela;41.70600;15.95266;Pogled na mesto;Z;Zanimivo
Monte Sant Angelo;41.70729;15.95128;P 5E pred trdnjavo, Monte Sant Angelo, zasciteno mesto svetisce, zivljenje kot vcasih, majhni bifeji, kuhinje;P;Parking
Nardo;40.16656;17.94967;P cisto ob morju, majhen zalivcek;P;Parking
Ostuni;40.73201;17.57798;Spomenik;Z;Zanimivo
Ostuni;40.73235;17.57418;P;P;Parking
Ostuni;40.73259;17.58110;PK parkirisce;P;Parking
Ostuni;40.73401;17.57848;Center;Z;Zanimivo
Otranto;40.13306;18.50102;P, jezero Laghetto della Cava di Bauxite, nastalo po izkopu boxita, zelo lepa scena;;Zanimivo
Otranto;40.13834;18.48898;PZA, 18E/dan;PZA;PZA
Otranto;40.14041;18.49132;Parking 6E/24h, za manj casa in ceno se moras zmenit s Lugijem;P;Parking
Otranto;40.14494;18.49552;P, spanje;P;Parking
Otranto;40.24434;18.44278;PZA Aliminni, Spechiulla, slabo, dalec od morja 15E, S od Otranto, peta skornja;PZA;PZA
Peschici;41.94472;16.00494;Kamp Gemini;KAMP;KAMP
Peschici;41.94480;16.00737;PZA, ni odtoka, Kamp Bellariva;PZA;PZA
Peschici;41.94490;16.00260;PZA na plazi z vso oskrbo, <a href=http://www.villaggioialillo.it target=_blank>more info...</a>;PZA;PZA
Peschici;41.94536;15.99742;Razgledna tocka ob cesti;Z;Zanimivo
Peschici;41.94570;16.01090;PZA Peschici 15E/24h, 150m od pescene obale in pristanisca, prijazen lastnik, <a href=http://www.dattoliresidence.it/Camper.html target=_blank>more info...</a>;PZA;PZA
Polignano a Mare;40.99586;17.22123;Ristorante Grotta Palazzese, restavracija v jami, tik nad morjem, velja za najbolj fascinantno restavracijo v Italiji;Z;Zanimivo
Polignano a Mare;40.99651;17.22432;P v centru;P;Parking
Polignano a Mare;40.99961;17.21302;P na plazi, spanje, priporocam obisk mesta zvecer;P;Parking
Polignano a Mare;40.99993;17.20936;P, free, izven sezone verjetno mozno tudi spanje;P;Parking
Rocca Vecchia;40.28582;18.42952;Grotta della Poesia, naravni morski bazen, <a href=http://www.viaggiareinpuglia.it/at/64/areaarcheologica/2647/it/Grotte-Poesia-Piccola-e-Poesia-Grande-Melendugno-Lecce target=_blank>more info...</a>;Z;Zanimivo
Rocca Vecchia;40.29552;18.42043;Naravni bazen v morju Grotta della Poesia;Z;Zanimivo
Rodi Garganico;41.93129;15.88895;Plaza;Z;Zanimivo
Salve;39.83474;18.23911;P cisto ob morju;P;Parking
Salve;39.83587;18.24389;Plaza Le Maledivi di Salento, 100m do morja;P;Parking
Salve;39.83695;18.25170;P, free;P;Parking
San Giovanni Rotondo;41.70440;15.69991;P pred ex McDonaldsom;P;Parking
San Giovanni Rotondo;41.70671;15.69794;P, spanje 15E;P;Parking
San Nicandro Garganico;41.92443;15.61222;P ob morju, Lido di Torre Mileto, plaza umazana, spanje;P;Parking
Santa Andrea;40.25370;18.44457;PZA Salento, 25E/AD, <a href=http://www.campercontact.com/en/italy/puglia-ba-br-fg-le-ta/torre-santandrea/9003/area-camper-salento target=_blank>more info</a>;PZA;PZA
Santa Andrea;40.25546;18.44426;PZA Faraglioni, 32E/AD, <a href=http://www.campercontact.com/en/italy/puglia-ba-br-fg-le-ta/sant-andrea/14778/area-i-faraglioni target=_blank>more info</a>;PZA;PZA
Santa Andrea;40.25673;18.44408;Svetilnik in pesceni stolpi, Torre Sant Andrea, <a href=http://www.nelsalento.com/guide/melendugno/torre-sant-andrea.html target=_blank>more info...</a>;Z;Zanimivo
Santa Cesarea Terme;40.02990;18.44911;P ob morju;P;Parking
Santa Cesera;40.03396;18.45487;Terme;Z;Zanimivo
Santa Maria di Leuca;39.79882;18.36447;P enosmerna cesta;P;Parking
Sant Isidoro;40.21392;17.92291;P cisto ob morju, majhen zaliv;P;Parking
Taranto;40.42311;17.23161;Velik P ob plazi mivka;P;Parking
Taranto;40.47375;17.23441;P, free;P;Parking
Torre Sant Isidoro;40.21694;17.92139;P, ob morju free spanje;P;Parking
Torre Vado;39.82849;18.28060;P cisto ob plazi, malo skalnata plaza;P;Parking
Torre Vado;39.83025;18.27755;P cisto ob morju;P;Parking
Ugento;39.85264;18.16953;P na plazi Torre Mozza;P;Parking
Ugento;39.85484;18.16923;PZA Torre Mozza, zelo dobro, ob morju 15E, peta skornja;PZA;PZA
Ugento;39.87555;18.13989;Camping Riva Di Ugento, 47E/AD, <a href=http://www.campercontact.com/en/italy/puglia-ba-br-fg-le-ta/fontanelle/9004/camping-riva-di-ugento target=_blank>more info</a>;KAMP;KAMP
Vico del Gargano;41.91079;15.92141;Naturist Club Parco del Gargano, manjsi FKK kamp, ni ob morju, bazen, <a href=http://www.naturistgargano.it target=_blank>more info...</a>;KAMP;KAMP-FKK
Vico del Gargano;41.94242;15.98571;PZA in plaza Z od mesta Peschici, na vrhu ostroge skornja, ob morju so terase, 18E;PZA;PZA
Vieste;41.85984;16.17276;PZA J od Vieste, 18E;PZA;PZA
Vieste;41.85984;16.17418;Kamp, manjsi, privat, ob morju, 15E/AD;KAMP;KAMP
Vieste;41.87919;16.17746;Pizzomunno Vieste kamniti steber v vodi, cca 20m;Z;Zanimivo
Vieste;41.88004;16.16662;P;P;Parking
Vieste;41.88014;16.17804;Pogled na Pizzomunno Vieste visok kamniti steber, cca 20m;P;Parking
Vieste;41.88078;16.18111;Panorama;Z;Zanimivo
Vieste;41.88151;16.17323;PK Parkirisce;P;Parking
Vieste;41.88210;16.18223;Panorama;Z;Zanimivo
Vieste;41.88461;16.17381;P v mestu Vieste;P;Parking
Vieste;41.88652;16.16679;Parkirisce;P;Parking
Vieste;41.89466;16.16134;P ob morju in cesti, za 3 AD 10 metrov nad nekaj km plazo. V blizini je ribiska postojanka in nasad kaktusov.;P;Parking
Vieste;41.91502;16.11668;Kamp Umbramare, <a href=http://www.umbramarevieste.it target=_blank>more info...</a>;KAMP;KAMP
Zapponeta;41.45409;15.96688;PZA Zapponeta, ob morju, slabo 12E;PZA;PZA
Bernalda;40.36031;16.83370;PZA Metaponto Lido, slabo, ob morju 15E;PZA;PZA
Bernalda;40.36164;16.83766;P Metaponto Lido pred ograjenim PZA Eden, JZ od Taranto ostroga;P;Parking
Bernalda;40.37800;16.78274;Acquazzurra Park, vodni park;Z;Zanimivo
Casaletto Spartano;40.15574;15.62755;P za slap in naravne tolmune Cascata Capelli di Venere;P;Parking
Castelmezzano;40.52957;16.04545;Pokrajina Le Piccole Dolomiti Lucane, slikovite gorske ceste;Z;Zanimivo
Craco;40.37777;16.43909;Zapusceno mesto Craco;Z;Zanimivo
Maratea;39.93202;15.75266;P Maratea Lido, Tortora Marina, na plazi, dobro, brez sence, ob morju 5E;P;Parking
Matera;40.65270;16.60614;PZA agroturismo Masseria del Pantaleone, 13E, okolica neverjetno mirna in prijetna, sassi-bivalisca v lehnjaku;PZA;PZA
Matera;40.66234;16.60801;Garazna hisa, 4m visine, v centru mesta;P;Parking
Matera;40.66371;16.60509;PZA;PZA;PZA
Matera;40.66389;16.61781;Parkirisce ali helidrom;P;Parking
Matera;40.66394;16.61238;Cerkev v skali, 50m stran se ena cerkev v skali;Z;Zanimivo
Matera;40.66511;16.60917;Cerkvica;Z;Zanimivo
Matera;40.66543;16.60042;P za AD in buse, 5E/24h avtomat ne vraca denarja brez oskrbe, 500m od zgodovinskega centra;P;Parking
Matera;40.66591;16.60147;P v centru ob glavni avtobusni postaji, 0.5E/h;P;Parking
Matera;40.66660;16.59670;P za AD Matera, garazna hisa pod streho;P;Parking
Matera;40.66663;16.61093;Center, The Sassi and the Park of the Rupestrian Churches of Matera, UNESCO Kulturna dediscina;Z;Unesco
Matera;40.66672;16.61373;Rob obzidja;Z;Zanimivo
Matera;40.66689;16.60632;Trg;Z;Zanimivo
Matera;40.66750;16.60805;Mesto, hise v skali, zapusceno mesto od 1952;Z;Zanimivo
Metaponto;40.35690;16.83267;PZA, 10E/dan;PZA;PZA
Nacionalni park Pollino;39.91294;16.12524;Mirno parkirisce sredi parka, lepo izhodisce za pohodnistvo;P-V;PZA
Nova Siri;40.12801;16.65424;Kopanje, spanje, Via tre Passi nel Delirio;PZA;PZA
Pietrapertosa;40.51903;16.06125;Pietrapertosa;Z;Zanimivo
Policoro;40.17869;16.65698;Centro Commerciale Heraclea, nakupovalni center;Z;Zanimivo
Scanzano Jonico;40.22754;16.74188;P ob morju;P;Parking
Scanzano Jonico;40.24214;16.74628;P ob morju mivka 20m dreves do plaze;P;Parking
Scanzano Jonico;40.28522;16.77507;P ob morju mivka;P;Parking
Bova;37.99600;15.93340;Parkirisce;P;Parking
Capo Vaticano;38.61935;15.82920;P, pred svetilnikom, po stopnicah do plaze in barov s cudovitim razgledom;P-Z;Parking
Cetraro;39.52818;15.91551;P Cetraro Marina, Lampezia, na plazi, dobro, brez sence, ob morju;P;Parking
Ciro Marina;39.37463;17.13145;PZA Ciro Marina, Motel Camper Sost, <a href=http://www.campercontact.com/en/italy/calabria-cs-cz-kr-rc-vv/ciro-marina/56566/motel-camper-sost target=_blank>more info</a>;PZA;PZA
Ciro Marina;39.37463;17.13146;PZA Motel Camper Sost, od 15 do 40E/AD, odvisno od sezone, sredi naselja, cca 200m do morja, <a href=http://www.campercontact.com/en/italy/calabria-cs-cz-kr-rc-vv/ciro-marina/56566/motel-camper-sost target=_blank>more info</a>;PZA;PZA
Corigliano Calabro;39.72609;16.52102;Plaza rosa;Z;Zanimivo
Cucco-riviere;39.70138;15.81145;PZA, vsa infrastruktura, ob morju, mivka;PZA;PZA
Diamante;39.71444;15.81638;P Cirella Vecchio, pod normanskim gradom, pri otoku Isola di Cirella;P;Parking
Diamante;39.72166;15.81083;PZA Lido Alexander, Cirella Vecchio, ob mivkasti obali, trava, WC-tusi, pod normanskim gradom;PZA;PZA
Ferruzzano;38.01572;16.13425;P ob morju ob cesti na travi;P;Parking
Gerace;38.27448;16.21762;P Gerace, pri bizantinsko-normanski trdnjavi, 400mnv, sodi med najlepse spomenike kalabrijske urbanosti;P;Parking
Grisolia;39.72694;15.85472;P Grisolia, gorska vasica 4km od morja 400m visoko, ozke ulice, na skalah;P;Parking
Guardavalle Marina;38.48275;16.57989;P na plazi, razsvetljeno, mozno spanje;P;Parking
Isola di Capo Rizzuto;38.92380;17.12291;FKK kamp Pizzo Greco Villaggio Naturista, <a href=http://www.campercontact.com/en/italy/calabria-cs-cz-kr-rc-vv/isola-di-capo-rizzuto/46331/naturista-pizzo-greco target=_blank>more info</a>;KAMP;KAMP-FKK
Isola di Capo Rizzuto;38.98459;17.15869;Kamp Capo Colonna Marinella, zelo dobro, mirno, ob morju 27.5E, <a href=http://www.villaggiomarinella.com target=_blank>more info...</a>;KAMP;KAMP
Locri;38.21444;16.24555;P Locri, muzej na prostem, tor-ned 9-20, 2E;P;Parking
Melito di Porto Salvo;37.91833;15.79361;Kamp Stella Marina, ob morju, precej zapusceno, najjuznejsi konec skornja;KAMP;KAMP
Monasterace;38.44222;16.57749;Kamp Marina di Monasterace, za 3 avtodome, sanitarna, 30E;KAMP;KAMP
Montegiordano;40.02776;16.60514;P Montegiordano, na koncu vasi, zelo dobro, na plazi;P;Parking
Palmi;38.40170;15.86639;PZA sezonski od 15.6 do 15.9;PZA;PZA
Pentedattilo;37.92757;15.88612;Al Boschetto, Condofuri;Z;Zanimivo
Pentedattilo;37.95412;15.76099;Hiske v hribu;Z;Zanimivo
Praia a Mare;39.87290;15.78605;P plaza-camperlife 5Eur/24h;P;Parking
Praia a Mare;39.87611;15.78833;Kamp Villagio Turistico la Mantinera, Praia a Mare, pred otokom Isola di Dino, <a href=http://www.lamantinera.it target=_blank>more info...</a>;KAMP;KAMP
Praia a Mare;39.88332;15.78533;P ob plazi;P;Parking
Reggio di Calabria;38.10868;15.64083;P Reggio Calabria, ob morju, arheoloski muzej, katedrala, stara bizantinska cerkev, aragonski grad;P;Parking
Rocca Imperiale;40.07773;16.60459;P ob morju naprej 2km povsod plaza;P;Parking
Rocca Imperiale;40.09286;16.61475;P ob morju 2km naprej povsod plaza;P;Parking
Roccella Ionica;38.32805;16.40861;P Rocella Ionica, pri cerkvi Marije Milostne, na razgledni stolp Torre Pizzofalcone ozka pot, krasni razgledi;P;Parking
San Nicola Arcella;39.85526;15.79194;Naravni most na plazi ArcoMagno;Z;Zanimivo
Sant Andrea;38.62844;16.55887;P majhen na plazi mivka;P;Parking
Scilla;38.25361;15.71527;P Scilla na vecjem trgu pred mestno hiso, trdnjava Ruffo, lep razgled;P;Parking
Stignano;38.35325;16.48462;Kamp Calypso, Marina di Caulonia, solidno urejen tik ob morju, odprt non-stop, <a href=http://www.calypsocamping.it target=_blank>more info...</a>;KAMP;KAMP
Stilo;38.47522;16.46392;PZA;PZA;PZA
Stilo;38.47716;16.46959;P Stilo, pri cerkvi sv.Francisca, eden od biserov Kalabrije, razgledi, katedrala, bizantinska Cattolica;P;Parking
Stilo;38.48009;16.46821;Grad;Z;Zanimivo
Tropea;38.63805;15.83472;Kamp Costa Verde, Capo vatikano, odprt celo leto, drago glede na slabo infrastrukturo, <a href=http://www.costaverde.org target=_blank>more info...</a>;KAMP;KAMP
Tropea;38.67840;15.91256;Izvoz za Tropeo;Z;Zanimivo
Tropea;38.67969;15.89587;Tropea plaza, na hribcku je cekvica Santa Maria dell Isola, zelo lep razgled;Z;Zanimivo
Villa San Giovanni;38.21587;15.63497;trajekt za Messino Sicilija iz Villa San Giovanni, 15 km S pred Reggio di Calabria;Z;Zanimivo
Villa San Giovanni;38.22167;15.63278;trajekt Kalabrija-Sicilija Messina, prvi desni vhod v pristanisce;P;Parking
Amalfi;40.63332;14.60289;Costiera Amalfitana, Amalfijska obala, UNESCO Kulturna dediscina, zelo lepo mestece, pod strmo obalo, ozke ceste, prepoved voznje za AD razen od 24-00 do 6-00 po Amalfijski obali od kraja Vietri Sul Mare, Salerno, do Positano;Z;Unesco
Ascea;40.14535;15.16329;P Marina di Ascea, VI, slabo, umazano morje 10E, ponoci 0E, J od Salerno;P;Parking
Baia;40.81630;14.07110;Parco Archeologico delle Terme di Baia, v eni od votlin raste figovo drevo iz stropa navzdol;Z;Zanimivo
Benevento;41.11831;14.75663;Centro Commerciale Buonvento, nakupovalni center;Z;Zanimivo
Campolongo;40.53892;14.91206;P ob morju;P;Parking
Capaccio;40.45412;14.96300;P ob morju desno 200m do konca;P;Parking
Capri;40.54703;14.25897;Villa Malaparte, zelo nenavadna zgradba na rtu, najbrz ni dovoljen pristop;Z;Zanimivo
Capri;40.54944;14.25583;Arco Naturale, naravni most na otoku Capri;Z;Zanimivo
Capri;40.55709;14.26282;Villa Jovis, starorimska utrdba in Tiberius Leap, Salto di Tiberio, razgledna tocka;Z;Zanimivo
Caserta;41.06563;14.32949;PZA 20E/AD, varovano, mirno, <a href=http://www.sostacampercaserta.it target=_blank>more info...</a>;PZA;PZA
Caserta;41.07108;14.32976;PZA Area Ex Caserma Pollio, 20E/AD, sanitarna postaja, <a href=http://www.campercontact.com/en/italy/campania-av-bn-ce-na-sa/caserta/5092/area-ex-caserma-pollio target=_blank>more info</a>;PZA;PZA
Caserta;41.07225;14.32720;Park Caserta pod unescovo zascito, vredno ogleda;Z;Zanimivo
Caserta;41.07333;14.32639;Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex, UNESCO Kulturna dediscina;Z;Unesco
Castel Volturno;41.05474;13.93418;Acqua Park Ditellandia, vodni park, <a href=http://www.ditellandia.com target=_blank>more info...</a>;Z;Zanimivo
Ercolano;40.80365;14.34870;P pred rusevinami;P;Parking
Ercolano;40.80582;14.34681;Herculaneum starodavne terme, pompei v malem, <a href=http://ercolano.beniculturali.it target=_blank>more info...</a>;Z;Zanimivo
Fiordo di Furore;40.61396;14.55431;Cala di Furore, plaza, majhen zaliv v skalni razpoki, dostopen samo z morja, nekoc skrivalisce piratov, ni mozno parkirati;Z;Zanimivo
Giugliano;40.89466;14.07544;Aquapark Pareopark, <a href=http://www.pareopark.it target=_blank>more info...</a>;Z;Zanimivo
Lago;40.55453;14.90245;P ob morju, zraven kampa Lido, izven sezone mozno spanje;P;Parking
Napoli;40.79971;14.18523;P, za Pausilypon Archaeological Park amfiteater, na koncu rta sta otocka Gaiola, povezana z nenavadnim mostom;P-Z;Parking
Napoli;40.82375;14.18198;Zoo di Napoli, zivalski park;Z;Zanimivo
Napoli;40.82834;14.19120;Stadion San Paolo, kjer je igral Maradona, <a href=http://www.sscnapoli.it target=_blank>more info...</a>;Z;Zanimivo
Napoli;40.91244;14.22304;Gallerie Auchan Mugnano, nakupovalni center;Z;Zanimivo
Napoli;40.94980;14.48838;Centro Servizi Vulcano Buono, nakupovalni center;Z;Zanimivo
Neapelj;40.84198;14.25747;P Neapelj, varovano parkirisce poleg trajektnega terminala, 14E/dan, 3E prva ura, 4E vsaka nadaljnja, do centra 10 minut;P;Parking
Neapelj;40.84262;14.24889;Historic Centre of Naples, UNESCO Kulturna dediscina;Z;Unesco
Neapelj;40.84425;14.23582;Spodnja postaja vzpenjace za na grad Sant Elmo;Z;Zanimivo
Neapelj;40.84917;14.25484;Kapela Sansevero, kip iz marmorja Veiled Kristus pokriti kristus od Giuseppe Sanmartino, velja za eno najvecjih kiparskih umetnin, <a href=http://www.museosansevero.it target=_blank>more info...</a>;Z;Zanimivo
Neapelj;40.85356;14.25043;Arheoloski muzej, <a href=http://www.museoarcheologiconapoli.it target=_blank>more info...</a>;Z;Zanimivo
Paestrum;40.41315;14.99119;Camping Dei Pini, <a href=http://www.campingvillaggiodeipini.com/paestum-campeggio/camping-villaggio-dei-pini.asp target=_blank>more info...</a>;KAMP;KAMP
Paestrum;40.41856;15.00719;PZA, 10E/noc, v debeli senci evkaliptusov, mir, sanitarna postaja;PZA;PZA
Paestrum;40.41980;15.00525;Anticno mesto Poseidonia Paestum, templji Neptun, Cerenin in Herin;Z;Zanimivo
Paestrum;40.42449;15.00636;P, nasproti templja Athena, 5E/AD/dan, mozno spanje;P;Parking
Palinuro;40.03061;15.30851;Natural Arch of Palinuro, naravni most na plazi, <a href=http://www.lidoarconaturalebeach.com target=_blank>more info...</a>;Z;Zanimivo
Piano di Sorrento;40.63549;14.41766;Camping i Pini, <a href=http://www.campingipini.com/ita target=_blank>more info...</a>;KAMP;KAMP
Pompei;40.74689;14.50830;P Eparking, Pompei;P;Parking
Pompei;40.74711;14.48760;PZA Pompei, levo ob vhodu, 19E/dan, E-I-WC-tus;PZA;PZA
Pompei;40.74712;14.48897;P, pred trgovino Carrefour odprto 24/7, 10E/dan, spanje, voda na pipi pod borovci priblizno tukaj 40.747015, 14.490067;P-V;PZA
Pompei;40.74890;14.49558;Vhod v Pompei;Z;Zanimivo
Pompei;40.74931;14.48079;Camping Zeus, 200m od Pompejev, mirno, pomarance, 6E/osebo, 12E AD, zraven je zelezniska postaja za vlak v Neapelj, <a href=http://www.campingzeus.it target=_blank>more info...</a>;KAMP;KAMP
Pompei;40.74940;14.49710;P, tik poleg zgodovinskih Pompejev, 2.5E/h;P-Z;Parking
Pompei;40.75476;14.49691;PZA Pompei, privat na dvoriscu za zaprtimi vrati in ograjen, 18E/dan, E-V-I, ozek vhod;PZA;PZA
Pompeji;40.74666;14.48429;Camping Pompei, <a href=http://www.campingpompei.it target=_blank>more info...</a>;KAMP;KAMP
Pompeji;40.74883;14.48830;Pompeji teater, zraven je mali teater;Z;Zanimivo
Pompeji;40.74950;14.48471;Pompeji park, Archaeological Areas of Pompei, Herculaneum and Torre Annunziata, UNESCO Kulturna dediscina;Z;Unesco
Pompeji;40.74994;14.50049;Basilica Madonna del Rosario di Pompei;Z;Zanimivo
Pompeji;40.75077;14.48548;Pompeji;Z;Zanimivo
Pompeji;40.75120;14.49509;Pompeji arena;Z;Zanimivo
Pompeji;40.75190;14.49985;PZA sredi mesta, 15E/24h vsa oskrba, samo parking 10E, majhen, ob zeleznici;PZA;PZA
Pozzuoli;40.82581;14.12021;Serapisov tempel;Z;Zanimivo
Pozzuoli;40.82653;14.12445;Tretji najvecji rimski amfiteater;Z;Zanimivo
Pozzuoli;40.82770;14.13557;Vulkan Solfatara, vstopnina 7E, zraven je kamp, 33E/AD;Z;Zanimivo
Pozzuoli;40.82847;14.13734;Kamp Flegrei, Vulkan Solfatara, 33E/dan, vkljucena vstopnina za vulkan, masaza, <a href=http://www.solfatara.it target=_blank>more info...</a>;KAMP;KAMP
Pozzuoli;40.83201;14.12986;P, javni za vulkan Solfatara Phlegraean Fields cca 1km;P;Parking
Ravello;40.64328;14.61231;Kuharska sola in restavracija Mama Agata, prekrasni razgledi, <a href=http://www.mammaagata.it target=_blank>more info...</a>;Z;Zanimivo
Ravello;40.64423;14.61087;Villa Cimbrone, prekrasni vrtovi in razgledi, tukaj je zivela Greta Garbo;Z;Zanimivo
Ravello;40.64878;14.61259;Villa Rufolo, v njej je zivel in ustvarjal Richard Wagner, v njej od marca do septembra prirejajo koncerte, vrtovi, razgledi na Amalfijsko obalo;Z;Zanimivo
Ravello;40.64928;14.61033;P, 2E/uro, mestece nad Amalfijsko obalo, prekrasni razgledi, zelo romanticno mestece;Z;Zanimivo
Salerno;40.59568;14.87100;Camping Lido Di Salerno, <a href=http://www.campingsalerno.it target=_blank>more info...</a>;KAMP;KAMP
Salerno;40.66567;14.78935;PZA Salerno, 10E/AD, sanitarna, pes do avtobusne postaje, z avtobusom po amalfijski obali;PZA;PZA
Salerno;40.67515;14.77181;Avtobusna postaja, z avtobusom firme SITA po Amalfijski obali;Z;Zanimivo
San Mauro Cilento;40.19200;15.02058;PZA Acciaroli, ob plazi Lido Giu-Gio, polno AD, 10E, mivka, lezalniki;PZA;PZA
Sorrento;40.62540;14.36560;Kamp Nuba d Argento, 8E/osebo+13E/AD na strmem gricu nad starim pristaniscem, bazen, <a href=http://www.nubedargento.com target=_blank>more info...</a>;KAMP;KAMP
Sorrento;40.62751;14.35741;Kamp Resort Campogaio Santa Fortunata, <a href=http://www.santafortunata.eu target=_blank>more info...</a>;KAMP;KAMP
Sorrento;40.63383;14.35204;Naravni bazen Bagni della Regina Giovanna, <a href=http://www.enjoythecoast.it/it/i-bagni-della-regina-giovanna target=_blank>more info...</a>;Z;Zanimivo
Torre del Greco;40.77795;14.40819;La Valle dell Orso, vodni park;Z;Zanimivo
Vallo di Diano;40.28392;15.36120;Cilento and Vallo di Diano National Park with the Archeological sites of Paestum and Velia, and the Certosa di Padula, UNESCO Kulturna dediscina, <a href=http://www.cilentoediano.it target=_blank>more info...</a>;Z;Unesco
Vezuv;40.81975;14.41248;P zraven bara Gregorio, v dogovoru z lastnikom mozno spanje;P;Parking
Vezuv;40.82105;14.42258;Vulkan Vezuv;Z;Zanimivo
Vezuv;40.82328;14.39052;P, zraven gostilne, ce jes, spanje brezplacno, lep razgled;P;Parking
Vezuv;40.82840;14.42653;P Vezuv, blizu vrha vulkana, placljivo, asfaltirana, zavita in strma cesta, od P do kraterja 15-20 minut pes;P;Parking
Capo Norsi;42.76440;10.33776;Ob baru, dogovor z lastnikom bara za spanje, lepo, razgledno;P;Parking
Lacona;42.76032;10.30062;Camping Appartamenti Tallinucci, 57E/AD, <a href=http://www.campercontact.com/en/italy/toscane-ar-fi-gr-li-lu-ms-pi-po-pt-si/lacona/55130/camping-appartamenti-tallinucci target=_blank>more info</a>;KAMP;KAMP
Lacona;42.76040;10.30240;Kamp Valle Sante Maria, 57E/AD, izven sezone, 31E/AD, zelo lep kamp, ob lepi plazi, <a href=http://www.campercontact.com/en/italy/toscane-ar-fi-gr-li-lu-ms-pi-po-pt-si/lacona/70473/camping-valle-sante-maria target=_blank>more info</a>;KAMP;KAMP
Marina Di Campo;42.74548;10.22972;P, ob cesti, prespali brez problema;P;Parking
Rio Marina;42.84220;10.44093;Spanje ob plazi, sorazmerno lepo;P;Parking
Bellaria-Igea;44.12710;12.48790;PZA Rio Pircio, 12E/24h, elektrika 2E, zeton za tus 1E, voda, sanitarna postaja;PZA;PZA
Bellaria-Igea;44.16076;12.44836;Kamp Happy, Bellaria, odprt celo leto, <a href=http://www.happycamping.it target=_blank>more info...</a>;KAMP;KAMP
Bellaria-Igea Marina;44.11637;12.49837;PZA;PZA;PZA
Bellaria-Igea Marina;44.12559;12.48906;PZA L Adriatico Parking, <a href=http://www.ladriaticoparking.it target=_blank>more info...</a>;PZA;PZA
Berceto;44.48717;9.93963;AC Autogrill Tugo Ovest, SV od LaSpezia;P;Parking
Berceto;44.51064;9.98739;P, v centru, rahlo visi, brezplacno;P;Parking
Berceto;44.51129;9.98583;PZA Berceto, placljivo, sanitarna postaja, zaklenjeno z verigo;PZA;PZA
Bologna;44.45473;11.28036;AC J od Bologne, brezplacna oskrbna postaja;P;Parking
Bologna;44.50659;11.36254;P zraven parka, 7.5E do 18-00 ure, ponoci brezplacno;P;Parking
Bologna;44.50840;11.36990;P Bologna, majhen P SV od centra;P;Parking
Bologna;44.51111;11.39012;P ob sportnem parku, max 3 ure, spanje;P;Parking
Bologna;44.51250;11.35055;P, 1.5E/h, max za 24h/7.5E, mirno, zadaj pas trave, 10 min do postaje, 20 min do Piazza Maggiore;P;Parking
Bologna;44.51654;11.26903;Muzej Ducati, vstopnina 5E;Z;Zanimivo
Bologna;44.52320;11.37360;Kamp Bologna, 40E/noc, lepo urejen, parcele razmejene, bus 1.3E do sejma in naprej v center, karte v baru-recepcije, <a href=http://www.hotelcamping.com target=_blank>more info...</a>;KAMP;KAMP
Bologna;44.52423;11.33333;PZA, zraven je trgovina z avtodomarsko opremo <a href=http://www.bottegacampeggiatore.com target=_blank>more info...</a>;PZA;PZA
Bologna;44.57669;11.36963;P, zraven zelezniske postaje, na severu Bologne, velik parking, brezplacno;P;Parking
Bosco Mesola;44.86847;12.24940;PZA Oasi park, odlicen, vsa oskrba, tusi, 10E/dan, izhodisce za kolesarjenje po delti reke Pad;PZA;PZA
Bosco Mesola;44.87138;12.24458;Kmecki turizem Calaura, Bosco Mesola, bazen, golf 9 lukenj, 20E, avgust 25E;P;Parking
Brisighella;44.22170;11.77924;PZA, 8E/24h, sanitarna postaja, 18 PM za kamperje, eno najlepsih mest v Italiji, ogled oslovske poti na mestnem trgu;PZA;PZA
Brisighella;44.22210;11.77247;Brisighella, menda najlepso mesto v I;Z;Zanimivo
Casalborsetti;44.54941;12.27964;PZA Casalborsetti, 12E/24h, vsa oskrba, blizu morja;PZA;PZA
Cassalecchio di Reno;44.48247;11.27373;P, mirno, brezplacno, mestni brezplacni WI-F, Koncna postaja avtobusa st. 20 do Bologne;P;Parking
Castel San Pietro Terme;44.39780;11.59310;PZA Castel San Pietro Terme, 20km JV od Bologne, zastonj, voda 1E, mirno, lepo mestece;PZA;PZA
Castelnovo;44.42888;10.39978;PZA, brezplacno, asfaltirano, osvetljeno, pitna voda, sanitarna postaja, elektrike ni;PZA;PZA
Castelnovo nell Monti;44.41742;10.41218;P pod mizasto goro, 869 m visine, krasen razgled v dolino, asfalt;P;Parking
Cathedral;44.64624;10.92568;Cathedral, Torre Civica and Piazza Grande, Modena, UNESCO Kulturna dediscina;Z;Unesco
Cattolica;43.97047;12.72336;Acquario Di Cattolica, najvecji akvarij na jadranu, <a href=http://www.acquariodicattolica.it target=_blank>more info...</a>;Z;Zanimivo
Cento;44.72858;11.29653;PZA Cento brezplacno, oskrba kamperja brez elektrike;PZA;PZA
Cervarezza;44.39796;10.32169;Cerwood, zabaviscni park;Z;Zanimivo
